StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_2,Q15_3,Q16,Q17,Q18,Q19_1,Q20,Q21,Q22,Q23
2025-06-17 14:39:08,2025-06-17 14:44:49,IP Address,151.44.221.34,100,341,True,2025-06-17 14:44:49,R_2dFEprHqPiW9a46,,,,,41.1122,16.8547,anonymous,EN,Yes,Friends or family recommendation,1 = Never,1 = Never,1 = Never,4 = Frequently,5 = Very Frequently,4 = Frequently,1 =  Never,Brand A,Brand B,Brand B,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,2 = Slightly,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,2 = Disagree,1 = Strong Preference for Brand A,Female,65 or Older,Italian,Unemployed
2025-06-17 14:45:34,2025-06-17 14:45:47,IP Address,5.77.71.54,100,13,True,2025-06-17 14:45:47,R_2EFUikjOfa0HWdq,,,,,45.4722,9.1922,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-17 16:23:18,2025-06-17 16:23:34,IP Address,109.37.128.123,100,15,True,2025-06-17 16:23:34,R_8kms2x5kQ7aMeS5,,,,,51.9179,4.4901,qr,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-17 16:23:16,2025-06-17 16:23:39,IP Address,145.5.180.9,100,23,True,2025-06-17 16:23:40,R_2jlI5rvoSFmJRux,,,,,52.1146,5.0967,qr,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-17 16:22:47,2025-06-17 16:25:06,IP Address,94.109.9.129,100,138,True,2025-06-17 16:25:07,R_2TWOxODMTmPOACJ,,,,,50.8534,4.347,qr,EN,Yes,TikTok,3 = Sometimes,2 = Rarely,3 = Sometimes,2 = Rarely,4 = Frequently,3 = Sometimes,2 = Less than once a month,Brand B,Brand A,Brand A,Brand B,Brand A,Brand A,Brand B,Brand B,Brand A,Brand B,3 = Moderately,3 = Moderately,1 = Not at all,2 = Slightly,2 = It makes me see the product as slightly less valuable,1 = Strongly Disagree,2,Female,18-24,Australian,Student
2025-06-17 16:17:46,2025-06-17 16:27:17,IP Address,145.5.180.24,100,570,True,2025-06-17 16:27:17,R_8owibWe8rsSIt0w,,,,,51.9179,4.4901,qr,EN,Yes,Friends or family recommendation,4 = Frequently,4 = Frequently,2 = Rarely,1 = Never,5 = Very Frequently,2 = Rarely,3 = 1–2 times per month,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,3 = Moderately,4 = Very,2 = Slightly,1 = It makes me see the product as much less valuable,4 = Agree,1 = Strong Preference for Brand A,Female,18-24,Dutch,Student
2025-06-17 16:41:05,2025-06-17 16:48:35,IP Address,109.36.142.253,100,449,True,2025-06-17 16:48:35,R_25LUv5iISmzZlvn,,,,,51.8208,4.6403,qr,EN,Yes,Other,4 = Frequently,2 = Rarely,1 = Never,1 = Never,5 = Very Frequently,3 = Sometimes,3 = 1–2 times per month,Brand B,Brand A,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,3 = Moderately,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,1 = Strong Preference for Brand A,Female,18-24,Egyptian,Student
2025-06-17 16:48:23,2025-06-17 16:53:15,IP Address,77.89.12.62,100,292,True,2025-06-17 16:53:16,R_2Dj8nZIdYeX12Dj,,,,,44.4847,11.328,anonymous,EN,Yes,TikTok,5 = Very Frequently,4 = Frequently,3 = Sometimes,1 = Never,4 = Frequently,2 = Rarely,1 =  Never,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,3 = Moderately,2 = It makes me see the product as slightly less valuable,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,18-24,Italian,Student
2025-06-17 17:26:15,2025-06-17 17:34:24,IP Address,37.163.41.76,100,488,True,2025-06-17 17:34:24,R_2BPFQUCXFwoRh74,,,,,43.1479,12.1097,anonymous,EN,Yes,TikTok,5 = Very Frequently,4 = Frequently,3 = Sometimes,1 = Never,3 = Sometimes,4 = Frequently,5 = Daily or more,Brand B,Brand A,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,18-24,Italian,Student
2025-06-17 17:31:28,2025-06-17 17:36:39,IP Address,62.18.162.251,100,311,True,2025-06-17 17:36:39,R_2cckRCRUHacmOun,,,,,40.8449,14.2716,anonymous,EN,Yes,Instagram,1 = Never,3 = Sometimes,2 = Rarely,2 = Rarely,2 = Rarely,2 = Rarely,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,2 = Slightly,3 = Moderately,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,1 = Strongly Disagree,1 = Strong Preference for Brand A,Female,35-44,Italian,Employed full-time
2025-06-17 17:30:18,2025-06-17 17:37:43,IP Address,82.84.111.11,100,445,True,2025-06-17 17:37:44,R_80oUZgP9W4E8In4,,,,,42.4974,12.3595,anonymous,EN,Yes,Other,4 = Frequently,4 = Frequently,2 = Rarely,3 = Sometimes,3 = Sometimes,3 = Sometimes,2 = Less than once a month,Brand A,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,3 = Moderately,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,2 = Disagree,4,Female,18-24,Italian,Student
2025-06-17 17:30:59,2025-06-17 17:38:56,IP Address,101.56.80.192,100,476,True,2025-06-17 17:38:56,R_8HuiPK9tJnisTHH,,,,,41.0345,16.9896,anonymous,EN,Yes,Other,1 = Never,3 = Sometimes,4 = Frequently,4 = Frequently,5 = Very Frequently,4 = Frequently,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,3 = Moderately,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,45-54,Italian,Employed full-time
2025-06-17 17:39:53,2025-06-17 17:50:22,IP Address,91.80.82.158,100,628,True,2025-06-17 17:50:23,R_8LLnANS3twgcd1Y,,,,,43.8828,11.1008,anonymous,EN,Yes,In-store discovery,1 = Never,1 = Never,1 = Never,2 = Rarely,2 = Rarely,3 = Sometimes,2 = Less than once a month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,3 = Moderately,5 = Completely,3 = Moderately,4 = It makes me see the product as a good deal,2 = Disagree,2,Prefer not to say,45-54,Italian,Employed full-time
2025-06-17 18:05:02,2025-06-17 18:09:43,IP Address,78.208.211.34,100,281,True,2025-06-17 18:09:44,R_2FxZzbulqGReUdm,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,1 = Never,3 = Sometimes,1 = Never,2 = Rarely,3 = Sometimes,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand A,2 = Slightly,3 = Moderately,4 = Very,1 = Not at all,1 = It makes me see the product as much less valuable,4 = Agree,4,Female,35-44,Italian,Self-employed
2025-06-16 20:38:53,2025-06-17 19:15:25,IP Address,95.246.53.116,100,81392,True,2025-06-17 19:15:26,R_8KdUD9JfcnI1t7k,,,,,44.7022,10.6307,anonymous,EN,Yes,Friends or family recommendation,3 = Sometimes,1 = Never,1 = Never,1 = Never,4 = Frequently,4 = Frequently,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,5 = Strongly Agree,2,Male,18-24,Italian,Student
2025-06-17 19:09:20,2025-06-17 19:19:10,IP Address,83.225.2.34,100,589,True,2025-06-17 19:19:10,R_20wnuvPjDz6ak3B,,,,,38.1105,15.6613,anonymous,EN,Yes,"Traditional media (TV, radio, newspapers, magazines)",5 = Very Frequently,1 = Never,3 = Sometimes,5 = Very Frequently,3 = Sometimes,3 = Sometimes,2 = Less than once a month,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,3 = Moderately,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,45-54,Italian,Employed full-time
2025-06-17 19:25:11,2025-06-17 19:29:19,IP Address,87.18.4.61,100,247,True,2025-06-17 19:29:20,R_8PtuxeKBzX77OI9,,,,,44.2614,12.3463,anonymous,EN,Yes,TikTok,4 = Frequently,3 = Sometimes,2 = Rarely,1 = Never,2 = Rarely,4 = Frequently,4 = 1–2 times per week,Brand B,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,3,Male,18-24,Italian,Student
2025-06-17 19:27:26,2025-06-17 19:32:56,IP Address,146.241.120.144,100,329,True,2025-06-17 19:32:56,R_8EA6p8VvR8W6wYo,,,,,44.3985,11.5855,anonymous,EN,Yes,In-store discovery,5 = Very Frequently,5 = Very Frequently,3 = Sometimes,3 = Sometimes,4 = Frequently,4 = Frequently,5 = Daily or more,Brand B,Brand B,Brand A,Brand B,Brand A,Brand B,Brand B,Brand A,Brand A,Brand A,4 = Very,3 = Moderately,4 = Very,4 = Very,3 = It does not change my perception of the product’s value,2 = Disagree,2,Female,18-24,Italian,Student
2025-06-17 21:07:15,2025-06-17 21:25:22,IP Address,83.225.6.120,100,1087,True,2025-06-17 21:25:24,R_2ZOaQXBrX1qxy5r,,,,,38.1105,15.6613,anonymous,EN,Yes,Other,1 = Never,1 = Never,2 = Rarely,3 = Sometimes,3 = Sometimes,4 = Frequently,1 =  Never,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand A,2 = Slightly,3 = Moderately,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,1 = Strong Preference for Brand A,Female,45-54,Italian,Employed full-time
2025-06-17 21:42:04,2025-06-17 21:47:34,IP Address,92.64.243.191,100,330,True,2025-06-17 21:47:35,R_2M5SPQtvJbpkJvb,,,,,51.6353,4.8563,anonymous,EN,Yes,Instagram,4 = Frequently,3 = Sometimes,2 = Rarely,1 = Never,3 = Sometimes,2 = Rarely,5 = Daily or more,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,3 = Moderately,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,25-34,Italian,Student
2025-06-17 21:52:59,2025-06-17 21:57:46,IP Address,104.28.60.85,100,287,True,2025-06-17 21:57:46,R_8YPVxkoo4kTrMIa,,,,,40.8449,14.2716,anonymous,EN,Yes,Friends or family recommendation,1 = Never,3 = Sometimes,1 = Never,3 = Sometimes,4 = Frequently,2 = Rarely,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,1 = Not at all,2 = It makes me see the product as slightly less valuable,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,18-24,Italian,Student
2025-06-17 21:54:23,2025-06-17 21:58:58,IP Address,86.9.221.75,100,274,True,2025-06-17 21:58:59,R_2J2dXkJwlHHzeVj,,,,,51.5042,-0.2199,anonymous,EN,Yes,Instagram,1 = Never,3 = Sometimes,1 = Never,1 = Never,1 = Never,1 = Never,5 = Daily or more,Brand B,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,3 = Moderately,3 = Moderately,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,2 = Disagree,4,Female,35-44,Italian,Employed full-time
2025-06-17 21:54:06,2025-06-17 22:00:12,IP Address,151.70.251.235,100,366,True,2025-06-17 22:00:13,R_2uCYFkk1UcozVnn,,,,,40.8449,14.2716,anonymous,EN,Yes,Friends or family recommendation,2 = Rarely,3 = Sometimes,1 = Never,1 = Never,4 = Frequently,3 = Sometimes,2 = Less than once a month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,3 = Moderately,4 = Very,1 = Not at all,1 = It makes me see the product as much less valuable,1 = Strongly Disagree,1 = Strong Preference for Brand A,Female,25-34,Italian,Employed full-time
2025-06-17 21:55:21,2025-06-17 22:02:00,IP Address,93.35.203.161,100,398,True,2025-06-17 22:02:00,R_8jyN4hB2I20Q4i5,,,,,40.8449,14.2716,anonymous,EN,Yes,"Other social media (Facebook, YouTube, X, etc.)",1 = Never,1 = Never,4 = Frequently,1 = Never,1 = Never,3 = Sometimes,2 = Less than once a month,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,1 = Strong Preference for Brand A,Female,35-44,Italian,Employed full-time
2025-06-17 22:16:57,2025-06-17 22:21:05,IP Address,81.133.84.166,100,247,True,2025-06-17 22:21:05,R_2QEQU25NNpiTxjG,,,,,51.6345,0.3528,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,1 = Never,1 = Never,3 = Sometimes,5 = Very Frequently,2 = Less than once a month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,4 = Agree,1 = Strong Preference for Brand A,Female,35-44,Cuban,Employed full-time
2025-06-17 22:27:40,2025-06-17 22:36:38,IP Address,37.159.12.145,100,538,True,2025-06-17 22:36:39,R_81bwhhLDOPcTI5t,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,3 = Sometimes,4 = Frequently,2 = Rarely,1 = Never,3 = Sometimes,4 = Frequently,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,3 = Moderately,4 = It makes me see the product as a good deal,4 = Agree,2,Female,25-34,Italian,Employed full-time
2025-06-17 23:27:48,2025-06-17 23:33:12,IP Address,84.65.97.2,100,324,True,2025-06-17 23:33:13,R_2wPgM7lgLUFAUmJ,,,,,51.5639,-0.0347,anonymous,EN,Yes,In-store discovery,4 = Frequently,5 = Very Frequently,1 = Never,2 = Rarely,3 = Sometimes,2 = Rarely,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,4 = Very,4 = Very,1 = Not at all,2 = It makes me see the product as slightly less valuable,4 = Agree,2,Female,25-34,British,Employed full-time
2025-06-17 23:39:09,2025-06-17 23:44:58,IP Address,79.13.142.130,100,349,True,2025-06-17 23:44:59,R_89gDoA2Wa0ujDec,,,,,40.8449,14.2716,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,4 = Frequently,2 = Rarely,4 = Frequently,2 = Rarely,2 = Less than once a month,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,Brand A,2 = Slightly,5 = Completely,5 = Completely,3 = Moderately,1 = It makes me see the product as much less valuable,3 = Neither Agree nor Disagree,4,Female,35-44,Italian,Self-employed
2025-06-18 00:23:34,2025-06-18 00:27:47,IP Address,188.217.59.120,100,253,True,2025-06-18 00:27:47,R_814IEXcOBUQ6hn1,,,,,43.7825,11.2516,anonymous,EN,Yes,Instagram,3 = Sometimes,3 = Sometimes,1 = Never,1 = Never,2 = Rarely,2 = Rarely,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,5 = Completely,4 = Very,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,3,Male,18-24,Argentinian,Student
2025-06-18 08:16:24,2025-06-18 08:21:00,IP Address,151.44.146.232,100,276,True,2025-06-18 08:21:01,R_8KoSO4w0XiwMQoZ,,,,,40.6995,17.3426,anonymous,EN,Yes,Other,2 = Rarely,2 = Rarely,3 = Sometimes,4 = Frequently,4 = Frequently,4 = Frequently,2 = Less than once a month,Brand A,Brand B,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,3 = Moderately,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,1 = Strong Preference for Brand A,Female,25-34,Italian,Employed full-time
2025-06-18 08:21:21,2025-06-18 08:21:44,IP Address,104.28.98.40,100,23,True,2025-06-18 08:21:44,R_8Ei0DA4P55fNNGp,,,,,44.4847,11.328,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18 10:39:11,2025-06-18 10:43:20,IP Address,79.46.113.92,100,249,True,2025-06-18 10:43:20,R_8RcRzBoHX8hc02B,,,,,38.8825,16.6012,anonymous,EN,Yes,In-store discovery,5 = Very Frequently,5 = Very Frequently,3 = Sometimes,4 = Frequently,3 = Sometimes,4 = Frequently,1 =  Never,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand A,Brand B,4 = Very,5 = Completely,4 = Very,4 = Very,4 = It makes me see the product as a good deal,4 = Agree,1 = Strong Preference for Brand A,Male,18-24,Italian,Student
2025-06-18 10:42:51,2025-06-18 10:48:13,IP Address,93.44.204.187,100,321,True,2025-06-18 10:48:14,R_2doyrHkDdN03tox,,,,,45.4722,9.1922,anonymous,EN,Yes,Friends or family recommendation,5 = Very Frequently,5 = Very Frequently,5 = Very Frequently,3 = Sometimes,5 = Very Frequently,5 = Very Frequently,4 = 1–2 times per week,Brand A,Brand A,Brand A,Brand A,Brand B,Brand B,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,5 = Completely,4 = Very,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,5,Female,18-24,Italian,Student
2025-06-18 11:34:28,2025-06-18 11:41:02,IP Address,151.46.186.20,100,393,True,2025-06-18 11:41:02,R_8Pn76rnFHWiIwO5,,,,,41.1122,16.8547,anonymous,EN,Yes,"Other social media (Facebook, YouTube, X, etc.)",4 = Frequently,5 = Very Frequently,5 = Very Frequently,2 = Rarely,3 = Sometimes,2 = Rarely,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,Brand B,3 = Moderately,3 = Moderately,5 = Completely,3 = Moderately,4 = It makes me see the product as a good deal,3 = Neither Agree nor Disagree,4,Female,35-44,Italian,Unemployed
2025-06-18 13:41:50,2025-06-18 13:42:03,IP Address,95.75.177.152,100,13,True,2025-06-18 13:42:04,R_8gb70i9EXsX8ak3,,,,,45.4722,9.1922,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18 13:43:46,2025-06-18 13:47:08,IP Address,93.45.84.224,100,201,True,2025-06-18 13:47:08,R_2YlwLUMMqoveEb6,,,,,45.4722,9.1922,anonymous,EN,Yes,Friends or family recommendation,5 = Very Frequently,4 = Frequently,2 = Rarely,2 = Rarely,5 = Very Frequently,3 = Sometimes,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,3 = Moderately,4 = Very,2 = Slightly,2 = It makes me see the product as slightly less valuable,4 = Agree,1 = Strong Preference for Brand A,Female,18-24,Italian,Student
2025-06-18 13:44:55,2025-06-18 13:48:23,IP Address,159.149.219.6,100,208,True,2025-06-18 13:48:24,R_8BrmpPMI6323ySF,,,,,45.4355,9.4255,anonymous,EN,Yes,TikTok,4 = Frequently,3 = Sometimes,2 = Rarely,2 = Rarely,3 = Sometimes,3 = Sometimes,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,3 = Moderately,4 = Very,1 = Not at all,2 = It makes me see the product as slightly less valuable,5 = Strongly Agree,6,Female,18-24,French,Student
2025-06-18 13:43:12,2025-06-18 13:49:15,IP Address,91.184.120.161,100,362,True,2025-06-18 13:49:15,R_8lcMrP8VNtgta0q,,,,,41.6959,44.832,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,3 = Sometimes,1 = Never,4 = Frequently,4 = Frequently,3 = 1–2 times per month,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,3 = Moderately,3 = Moderately,1 = Not at all,1 = It makes me see the product as much less valuable,2 = Disagree,7 = Strong Preference for Brand B,Female,18-24,French,Student
2025-06-18 13:48:12,2025-06-18 13:52:00,IP Address,93.33.18.50,100,227,True,2025-06-18 13:52:00,R_8yhWZt8PjhPYfER,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,1 = Never,2 = Rarely,5 = Very Frequently,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,3 = Moderately,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,3,Female,18-24,Italian,Student
2025-06-18 13:52:22,2025-06-18 13:52:37,IP Address,104.28.98.59,100,15,True,2025-06-18 13:52:37,R_8CDyHFIKhgalG2R,,,,,45.4722,9.1922,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18 13:49:57,2025-06-18 13:53:16,IP Address,5.46.147.71,100,199,True,2025-06-18 13:53:17,R_2rDOZRvc2eCiOzj,,,,,41.0329,28.9529,anonymous,EN,Yes,Instagram,4 = Frequently,4 = Frequently,4 = Frequently,1 = Never,2 = Rarely,2 = Rarely,4 = 1–2 times per week,Brand B,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,4 = Very,5 = Completely,3 = Moderately,2 = It makes me see the product as slightly less valuable,5 = Strongly Agree,5,Female,25-34,Turkish,Employed full-time
2025-06-18 13:55:15,2025-06-18 13:55:25,IP Address,37.114.167.147,100,9,True,2025-06-18 13:55:25,R_8WZgfq6wYT5kmuB,,,,,40.3771,49.8875,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18 13:52:24,2025-06-18 13:57:27,IP Address,5.25.21.206,100,302,True,2025-06-18 13:57:27,R_2qEGQQvyI8JnlKY,,,,,38.4088,38.3049,anonymous,EN,Yes,Friends or family recommendation,1 = Never,3 = Sometimes,2 = Rarely,1 = Never,4 = Frequently,3 = Sometimes,2 = Less than once a month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,3 = Moderately,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,2,Female,25-34,Turkish,Self-employed
2025-06-18 13:51:33,2025-06-18 13:59:03,IP Address,193.160.101.122,100,449,True,2025-06-18 13:59:04,R_80cyZIbtLWCsQhc,,,,,60.1719,24.9347,anonymous,EN,Yes,"Other social media (Facebook, YouTube, X, etc.)",1 = Never,3 = Sometimes,3 = Sometimes,2 = Rarely,3 = Sometimes,4 = Frequently,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,4 = Agree,2,Female,18-24,Finnish,Student
2025-06-18 14:16:18,2025-06-18 14:20:57,IP Address,31.190.61.189,100,279,True,2025-06-18 14:20:58,R_20M974BSOpfdpJm,,,,,45.4722,9.1922,anonymous,EN,Yes,Friends or family recommendation,4 = Frequently,4 = Frequently,3 = Sometimes,3 = Sometimes,4 = Frequently,4 = Frequently,4 = 1–2 times per week,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,5,Male,18-24,British,Student
